58890	Ononis spinosa	kingdom	Viridiplantae	phylum	Streptophyta	order	Fabales	family	Fabaceae	subfamily	Papilionoideae	genus	Ononis
20805	Oxytropis lambertii	kingdom	Viridiplantae	phylum	Streptophyta	order	Fabales	family	Fabaceae	subfamily	Papilionoideae	genus	Oxytropis
3882	Onobrychis viciifolia	kingdom	Viridiplantae	phylum	Streptophyta	order	Fabales	family	Fabaceae	subfamily	Papilionoideae	genus	Onobrychis
20408	Astragalus canadensis	kingdom	Viridiplantae	phylum	Streptophyta	order	Fabales	family	Fabaceae	subfamily	Papilionoideae	genus	Astragalus
381124	Zea mays subsp. mays	kingdom	Viridiplantae	phylum	Streptophyta	class	Liliopsida	order	Poales	family	Poaceae	subfamily	Panicoideae	genus	Zea
13748	Utricularia gibba	kingdom	Viridiplantae	phylum	Streptophyta	order	Lamiales	family	Lentibulariaceae	genus	Utricularia
441023	Ruellia speciosa	kingdom	Viridiplantae	phylum	Streptophyta	order	Lamiales	family	Acanthaceae	subfamily	Acanthoideae	genus	Ruellia
487038	Juniperus monosperma	kingdom	Viridiplantae	phylum	Streptophyta	order	Cupressales	family	Cupressaceae	genus	Juniperus
44951	Eichhornia paniculata	kingdom	Viridiplantae	phylum	Streptophyta	class	Liliopsida	order	Commelinales	family	Pontederiaceae	genus	Eichhornia
66672	Bixa orellana	kingdom	Viridiplantae	phylum	Streptophyta	order	Malvales	family	Bixaceae	genus	Bixa
